,listing_id,price,nbhood_full,price_per_month,description,room_type,host_name,last_review,borough,price_range
7050,13657292,200.0,"Queens, Arverne",6083.333333333333,"Bright, Airy, Rockaway Beach House w/ Backyard",entire home/apt,Tory,2019-07-06,Queens,Expensive
7051,13659055,40.0,"Queens, Long Island City",1216.6666666666667,Private sunny bedroom very close to Manhattan!,private room,Laureta,2019-05-27,Queens,Budget
7052,13662078,135.0,"Brooklyn, Williamsburg",4106.25,Bright Spacious in S Williamsburg,entire home/apt,Alina,2019-06-06,Brooklyn,Average
7053,13667633,150.0,"Brooklyn, Greenpoint",4562.5,"Gorgeous, cozy, serene flat in Brooklyn",entire home/apt,Kat,2019-06-29,Brooklyn,Average
7054,13668833,189.0,"Manhattan, Upper West Side",5748.75,Charming 1BR Perfect for Couples or Solo Traveller,entire home/apt,Sadie,2019-07-01,Manhattan,Expensive
7055,13669391,85.0,"Bronx, Woodlawn",2585.4166666666665,Spacious 1 bedroom in Woodlawn NYC,entire home/apt,Kathryn,2019-07-06,Bronx,Average
7056,13669423,185.0,"Manhattan, Flatiron District",5627.083333333333,XL Studio Prime location~newly designed~best value,entire home/apt,Host,2019-06-05,Manhattan,Expensive
7057,13673242,100.0,"Staten Island, Howland Hook",3041.6666666666665,Luxurious  1 or two bed rm  private  apartment,entire home/apt,Darryle,2019-05-12,Staten Island,Average
7058,13674169,125.0,"Manhattan, Upper East Side",3802.0833333333335,Updated 1 BR with Great Layout and Design,entire home/apt,Rlg,2019-06-24,Manhattan,Average
7059,13674338,133.0,"Manhattan, Upper East Side",4045.4166666666665,Sunny 2 Bedroom Best Location,entire home/apt,Rlg,2019-05-12,Manhattan,Average
7060,13674799,110.0,"Brooklyn, Gowanus",3345.8333333333335,Private suite in Carroll Gardens,private room,Mark,2019-07-05,Brooklyn,Average
7061,13675413,205.0,"Queens, Astoria",6235.416666666667,Inspired by you - Astoria Enclave w/ Large Rooms,entire home/apt,Jay And Katt,2019-07-03,Queens,Expensive
7062,13685807,176.0,"Manhattan, Hell's Kitchen",5353.333333333333,"Steps to Times Square, Radio City, West 50's",entire home/apt,Josh,2019-07-01,Manhattan,Expensive
7063,13688372,65.0,"Brooklyn, Bedford-Stuyvesant",1977.0833333333333,Quiet room 25 min from Manhattan,private room,Fred,2019-06-22,Brooklyn,Budget
7064,13688670,90.0,"Queens, Forest Hills",2737.5,Lovely 2-bed apt 20' to Manhattan. Walk to train,entire home/apt,Julia,2019-06-14,Queens,Average
7065,13688888,125.0,"Manhattan, Washington Heights",3802.0833333333335,"Great Studio Apartment, 15-20mins from Downtown",entire home/apt,Katrina,2019-05-23,Manhattan,Average
7066,13689663,124.0,"Manhattan, Nolita",3771.6666666666665,Great Room in Charming Nolita Apartment,private room,Victor,2019-06-22,Manhattan,Average
7067,13693976,300.0,"Brooklyn, Crown Heights",9125.0,Spacious Apartment in Crown Heights,entire home/apt,Blondine,2019-07-06,Brooklyn,Expensive
7068,13694021,27.0,"Queens, Corona",821.25,"BasementSolo Private bedRoom No 
Window in NYC, 2E",shared room,Luffy,2019-06-21,Queens,Budget
7069,13694129,86.0,"Manhattan, Morningside Heights",2615.8333333333335,"Manhattan-very close to everywhere
muy cercadetodo",private room,W. Alvaro,2019-03-27,Manhattan,Average
7070,13694692,50.0,"Manhattan, Harlem",1520.8333333333333,Queens size bed in a safe & spacious bedroom,private room,Xi,2019-06-28,Manhattan,Budget
7071,13699008,150.0,"Brooklyn, Greenpoint",4562.5,Warm sun bathed loft apartment in Greenpoint.,entire home/apt,Jordan,2019-02-10,Brooklyn,Average
7072,13700298,65.0,"Manhattan, Washington Heights",1977.0833333333333,Private room w/ ac- in Manhattan,private room,Brian,2019-06-07,Manhattan,Budget
7073,13710241,110.0,"Manhattan, Harlem",3345.8333333333335,A Cozy Bedroom in 2 Bedroom Apt,private room,Yarynka,2019-06-09,Manhattan,Average
7074,13712336,65.0,"Brooklyn, Brownsville",1977.0833333333333,NEAT AND TIDY EDEN,private room,David,2019-01-17,Brooklyn,Budget
7075,13715386,51.0,"Manhattan, Upper East Side",1551.25,"Large, basic room in great location",private room,David,2019-06-22,Manhattan,Budget
7076,13720750,71.0,"Bronx, Schuylerville",2159.5833333333335,Spacious Studio Apartment,entire home/apt,Brian,2019-07-01,Bronx,Average
7077,13723345,185.0,"Manhattan, Chelsea",5627.083333333333,"Right in the center of Chelsea, quiet and private.",entire home/apt,Emmanuel,2019-06-20,Manhattan,Expensive
7078,13724284,115.0,"Brooklyn, Prospect-Lefferts Gardens",3497.9166666666665,"LARGE APT-lovely, comfortable in vibrant Brooklyn!",entire home/apt,Sam & Emily,2019-07-07,Brooklyn,Average
7079,13726629,40.0,"Queens, Springfield Gardens",1216.6666666666667,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,private room,Paulette,2019-03-08,Queens,Budget
7080,13726934,30.0,"Manhattan, East Village",912.5,East Village Manhattan NYC Sofas!,shared room,Chris,2019-05-19,Manhattan,Budget
7081,13729876,200.0,"Brooklyn, Williamsburg",6083.333333333333,Bright Williamsburg Oversized Loft-like Space!,entire home/apt,N-And-A,2019-05-25,Brooklyn,Expensive
7082,13730284,495.0,"Manhattan, East Village",15056.25,Modern E. Village 2BR/2BA - Private Back yard!,entire home/apt,Barbara,2019-05-06,Manhattan,Extravagant
7083,13730290,125.0,"Manhattan, Harlem",3802.0833333333335,"Private suite, near Central Park & Columbia U.",private room,Beatrice,2019-07-01,Manhattan,Average
7084,13730495,185.0,"Brooklyn, Gowanus",5627.083333333333,"Carroll Gardens, Private Garden Apartment (1BD)",entire home/apt,Tiz,2019-06-23,Brooklyn,Expensive
7085,13732215,80.0,"Brooklyn, Canarsie",2433.3333333333335,Beautiful place,entire home/apt,Anmarie,2019-06-08,Brooklyn,Average
7086,13741194,200.0,"Brooklyn, Williamsburg",6083.333333333333,Williamsburg Oasis,private room,Akash,2019-05-05,Brooklyn,Expensive
7087,13743350,175.0,"Manhattan, East Harlem",5322.916666666667,cozy two bedroom apt by central park,entire home/apt,Alex,2019-06-28,Manhattan,Average
7088,13743786,120.0,"Staten Island, Clifton",3650.0,City Views Close to SI Ferry,entire home/apt,Sergey,2019-06-30,Staten Island,Average
7089,13744765,250.0,"Manhattan, Chelsea",7604.166666666667,Large family loft in the best Chelsea location,entire home/apt,Masha,2019-01-02,Manhattan,Expensive
7090,13745575,199.0,"Brooklyn, Williamsburg",6052.916666666667,2 Bedroom Apartment / Prime Williamsburg Location,entire home/apt,Timothy + Gina,2019-05-22,Brooklyn,Expensive
7091,13745644,350.0,"Manhattan, Upper East Side",10645.833333333334,Luxury Apartment with a Spectacular Skyline View,entire home/apt,Anna,2019-06-25,Manhattan,Expensive
7092,13749474,118.0,"Brooklyn, Bedford-Stuyvesant",3589.1666666666665,The Brooklyn RedStone,entire home/apt,Terrie,2019-07-01,Brooklyn,Average
7093,13750448,53.0,"Brooklyn, Bedford-Stuyvesant",1612.0833333333333,Gloriously Sunny Brooklyn Pad!,private room,Callie And Sean,2019-06-16,Brooklyn,Budget
7094,13750812,40.0,"Queens, Flushing",1216.6666666666667,Private room w/ 2 Beds,private room,Shirley,2019-06-23,Queens,Budget
7095,13752222,135.0,"Manhattan, Chelsea",4106.25,"Chelsea -Cozy, quiet, and charming  bedroom",private room,Ned,2019-06-23,Manhattan,Average
7096,13752672,42.0,"Manhattan, Upper East Side",1277.5,Cheap! Couch to crash - Upper East Side (Safe&Fun),shared room,Kay,2019-07-02,Manhattan,Budget
7097,13752815,69.0,"Queens, Arverne",2098.75,"Bright, Spacious Home Near Beach & Subway",private room,Anna,2019-06-11,Queens,Budget
7098,13753375,150.0,"Brooklyn, Williamsburg",4562.5,2 Bedroom apartment in Prime Williamsburg!,entire home/apt,Yana,2019-06-27,Brooklyn,Average
7099,13754002,240.0,"Manhattan, Upper East Side",7300.0,Charming Upper East Side 1BR,entire home/apt,George,2019-05-25,Manhattan,Expensive
7100,13754150,140.0,"Manhattan, Midtown",4258.333333333333,Elegant Stu Suite in  Midtown East  -21,entire home/apt,Gordon,2019-05-31,Manhattan,Average
7101,13757434,90.0,"Brooklyn, Bedford-Stuyvesant",2737.5,"PRIVATE LARGE STUDIO FOR YOU, PLUS!",entire home/apt,Sha,2019-06-22,Brooklyn,Average
7102,13760302,70.0,"Manhattan, Hell's Kitchen",2129.1666666666665,Private Micro Room 3,private room,Han,2019-06-30,Manhattan,Average
7103,13761271,60.0,"Queens, Flushing",1825.0,Flushing Private Room W/ bathroom W/2 Quee Bed/1FL,private room,Shirley,2019-06-11,Queens,Budget
7104,13761856,250.0,"Manhattan, Harlem",7604.166666666667,Modern bright spacious duplex apartment,entire home/apt,Jonathan,2019-07-03,Manhattan,Expensive
7105,13762046,70.0,"Manhattan, Hell's Kitchen",2129.1666666666665,Private Micro Room  1,private room,Han,2019-07-01,Manhattan,Average
7106,13763512,75.0,"Manhattan, East Village",2281.25,Classic Exposed Brick Apartment in East Village,private room,Jennifer,2019-06-23,Manhattan,Average
7107,13765918,200.0,"Manhattan, East Village",6083.333333333333,Eclectic Artist's Apartment in PRIME East Village,entire home/apt,Alyssa,2019-06-27,Manhattan,Expensive
7108,13766130,85.0,"Brooklyn, Williamsburg",2585.4166666666665,Sunny room in Williamsburg with view of Manhattan,private room,Andrew,2019-06-14,Brooklyn,Average
7109,13769545,48.0,"Brooklyn, Prospect Heights",1460.0,Comfy bed in Cozy Home - GRAND ARMY PLAZA,private room,Mary,2019-06-01,Brooklyn,Budget
7110,13770490,55.0,"Queens, Flushing",1672.9166666666667,Flushing Spacious Room w/ 2 Queen Beds (1FL),private room,Shirley,2019-04-21,Queens,Budget
7111,13770680,50.0,"Queens, Flushing",1520.8333333333333,Flushing Deluxe Room w/ 2 Bed (1FL),private room,Shirley,2019-01-24,Queens,Budget
7112,13770759,40.0,"Queens, Flushing",1216.6666666666667,Cozy Room w/ Queen Bed (1FL),private room,Shirley,2019-06-12,Queens,Budget
7113,13770856,40.0,"Queens, Flushing",1216.6666666666667,Comfortable Room w/ 1 Full Bed (1FL),private room,Shirley,2019-05-09,Queens,Budget
7114,13770996,135.0,"Manhattan, Upper East Side",4106.25,Sunny spacious apartment in Heart of NYC,entire home/apt,Jan,2019-04-07,Manhattan,Average
7115,13771529,100.0,"Manhattan, Harlem",3041.6666666666665,"Beautiful, Clean, Private & Chic furnished Apt.",entire home/apt,Nichole,2019-07-01,Manhattan,Average
7116,13772589,60.0,"Brooklyn, Brighton Beach",1825.0,Beachside Antique Themed Room,private room,Alex,2019-07-05,Brooklyn,Budget
7117,13778127,150.0,"Manhattan, Upper East Side",4562.5,Studio with own back yard and new kitchen,entire home/apt,Joanna,2019-04-28,Manhattan,Average
7118,13779358,125.0,"Queens, Jackson Heights",3802.0833333333335,Home away from home. Contemporary!,entire home/apt,Patrick,2019-06-17,Queens,Average
7119,13780126,75.0,"Queens, Briarwood",2281.25,Studio apartment 10minute to JFK 20m to Manhattan,entire home/apt,Eddie,2019-05-17,Queens,Average
7120,13783769,55.0,"Brooklyn, Williamsburg",1672.9166666666667,"Private Studio Apt+Bath, Luxury King, Kitchenette",entire home/apt,Ryan,2019-06-18,Brooklyn,Budget
7121,13788132,45.0,"Brooklyn, Bedford-Stuyvesant",1368.75,"Sunny, cozy room in Brooklyn.",private room,Edgar,2019-07-02,Brooklyn,Budget
7122,13795744,69.0,"Brooklyn, Bushwick",2098.75,"Bright Private Room on L/M in Bushwick, Queen-size",private room,Alicia,2019-07-01,Brooklyn,Budget
7123,13799217,210.0,"Manhattan, Kips Bay",6387.5,"Beautiful 1br, in heart of city",entire home/apt,Armen,2019-06-21,Manhattan,Expensive
7124,13802521,50.0,"Brooklyn, Midwood",1520.8333333333333,"Very Clean, Comfortable Room Available",private room,Yakup,2019-04-28,Brooklyn,Budget
7125,13810048,46.0,"Brooklyn, Bushwick",1399.1666666666667,Brooklyn - Bushwick - NYC,private room,Ming,2019-06-24,Brooklyn,Budget
7126,13812310,129.0,"Brooklyn, Bushwick",3923.75,"Beautiful, Bright and Modern Space w/ a Fresh Feel",entire home/apt,Kimberly,2019-06-23,Brooklyn,Average
7127,13813731,58.0,"Brooklyn, Bedford-Stuyvesant",1764.1666666666667,Private Room in Charming Bedstuy,private room,Matt & Crutch,2019-06-30,Brooklyn,Budget
7128,13814227,76.0,"Manhattan, Harlem",2311.6666666666665,"Quiet light-filled apt, subway near",entire home/apt,Jason,2019-06-19,Manhattan,Average
7129,13814281,35.0,"Queens, Ridgewood",1064.5833333333333,Twin size bed 2 blocks away L&M train to Manhattan,private room,Serdar,2019-06-25,Queens,Budget
7130,13815162,40.0,"Queens, Flushing",1216.6666666666667,Private room w/1Queen Bed (Lower level),private room,Shirley,2019-06-21,Queens,Budget
7131,13816385,44.0,"Brooklyn, Bushwick",1338.3333333333333,Bk'S Finest feels Cozy Room Near Trains&bus,private room,Joyell,2019-06-16,Brooklyn,Budget
7132,13820083,95.0,"Brooklyn, Clinton Hill",2889.5833333333335,Beautiful Cozy Garden Apt- Historic Clinton Hill,entire home/apt,Maritza,2019-06-21,Brooklyn,Average
7133,13821190,55.0,"Queens, Astoria",1672.9166666666667,"Private room in Astoria, NY",private room,Liliana,2019-06-02,Queens,Budget
7134,13822852,200.0,"Queens, Ditmars Steinway",6083.333333333333,Beautiful two bedroom apartment in Astoria queens!,entire home/apt,Cristy,2019-05-19,Queens,Expensive
7135,13824091,45.0,"Brooklyn, Bushwick",1368.75,"Empty 3 bedroom apartment in Bushwick, Brooklyn",entire home/apt,Christina,2019-02-28,Brooklyn,Budget
7136,13827959,99.0,"Brooklyn, Midwood",3011.25,Private Studio Apartment in Heart of Brooklyn!!,entire home/apt,Judy,2019-06-25,Brooklyn,Average
7137,13828701,175.0,"Manhattan, Hell's Kitchen",5322.916666666667,California King of Elevated Castle,private room,Jason,2019-06-08,Manhattan,Average
7138,13829927,50.0,"Queens, Sunnyside",1520.8333333333333,"Cozy bedroom, convenient, Woodside, 7 train",private room,Martha,2019-06-26,Queens,Budget
7139,13830463,100.0,"Manhattan, East Village",3041.6666666666665,Maria and Yiannis East Village studio,entire home/apt,Ioannis,2019-06-10,Manhattan,Average
7140,13837891,200.0,"Manhattan, Morningside Heights",6083.333333333333,"Spotless, Classy, Quiet Morningside Hts. Apartment",entire home/apt,MG & Larry,2019-06-28,Manhattan,Expensive
7141,13840935,69.0,"Manhattan, Harlem",2098.75,Spacious room in historic part of Manhattan,private room,Helen,2019-07-04,Manhattan,Budget
7142,13841569,95.0,"Brooklyn, Coney Island",2889.5833333333335,The Parachute Loft Bedrm 2,private room,Anna,2019-06-16,Brooklyn,Average
7143,13842069,73.0,"Queens, Briarwood",2220.4166666666665,LEGO Garden 1BR Apt +Patio near JFK & LGA Airports,private room,Kazumi,2019-06-30,Queens,Average
7144,13843286,325.0,"Manhattan, West Village",9885.416666666666,Charming WV 1BR on Historic Street,entire home/apt,Fawn,2019-06-17,Manhattan,Expensive
7145,13846934,165.0,"Manhattan, Harlem",5018.75,Apartment near Central Park,entire home/apt,Oleg,2019-04-08,Manhattan,Average
7146,13847278,130.0,"Manhattan, Upper East Side",3954.1666666666665,Spacious and Comfy one large bedroom in Upper East,entire home/apt,Deepti,2019-06-29,Manhattan,Average
7147,13848005,200.0,"Manhattan, Harlem",6083.333333333333,Harlem Vibrant Garden Apartment,entire home/apt,Frédérique,2019-06-19,Manhattan,Expensive
7148,13856793,100.0,"Manhattan, West Village",3041.6666666666665,Private room in the WV 3rd floor,private room,Art,2019-07-02,Manhattan,Average
7149,13857291,65.0,"Manhattan, Inwood",1977.0833333333333,Beautiful Room/20 min downtown NYC,private room,Rob,2019-06-09,Manhattan,Budget
7150,13857312,125.0,"Manhattan, East Village",3802.0833333333335,Renovated East Village 1BR,entire home/apt,Raanan,2019-02-08,Manhattan,Average
7151,13857521,140.0,"Manhattan, Harlem",4258.333333333333,Quaint Garden Apartment/ Historic Hamilton Heights,entire home/apt,Jimmy,2019-04-28,Manhattan,Average
7152,13859473,109.0,"Brooklyn, Bushwick",3315.4166666666665,Spacious Bushwick Room w/ Private Entrance & Bath,entire home/apt,Angelika,2019-06-23,Brooklyn,Average
7153,13864889,135.0,"Manhattan, Upper West Side",4106.25,Vintage Artist Loft-Studio on Upper West Side,entire home/apt,Waybridge,2019-07-01,Manhattan,Average
7154,13876073,97.0,"Manhattan, Upper West Side",2950.4166666666665,Huge Room in Doorman Building,private room,Joshua,2019-01-01,Manhattan,Average
7155,13876681,150.0,"Manhattan, Hell's Kitchen",4562.5,Cozy Room Times Square + ALL Museums Free Pass,private room,Sergio,2019-01-04,Manhattan,Average
7156,13876809,65.0,"Brooklyn, Canarsie",1977.0833333333333,Sunrise Loft Room in Luxurious Brooklyn Condo,private room,Fay,2019-05-05,Brooklyn,Budget
7157,13877683,99.0,"Brooklyn, Bedford-Stuyvesant",3011.25,"Perfect Private Garden Apartment, 2 blox to subway",entire home/apt,Martin & Hande,2019-07-07,Brooklyn,Average
7158,13879280,250.0,"Brooklyn, Bedford-Stuyvesant",7604.166666666667,Secret Alley Carriage House,entire home/apt,Paula,2019-06-07,Brooklyn,Expensive
7159,13879965,70.0,"Manhattan, Hell's Kitchen",2129.1666666666665,Private Micro Room 2,private room,Han,2019-07-02,Manhattan,Average
7160,13880697,105.0,"Manhattan, East Harlem",3193.75,"‚òÖ Master Bdrm | HBO, Netflix + Stocked Mini Fridge",private room,Eric,2019-07-07,Manhattan,Average
7161,13880972,65.0,"Manhattan, Hell's Kitchen",1977.0833333333333,Wonderful private room fun apt in Hells Kitchen!,private room,Vincent,2019-01-03,Manhattan,Budget
7162,13881020,50.0,"Manhattan, Harlem",1520.8333333333333,Courtyard facing private room in Sugar Hill,private room,Kristen,2019-05-18,Manhattan,Budget
7163,13881135,69.0,"Brooklyn, Bedford-Stuyvesant",2098.75,****THE SUITE LIFE DUPLEX****,private room,Kila,2019-07-02,Brooklyn,Budget
7164,13881317,110.0,"Manhattan, Upper West Side",3345.8333333333335,Deluxe Furnished Spacious Studio Apartment,entire home/apt,Matt,2019-06-30,Manhattan,Average
7165,13881787,57.0,"Brooklyn, Williamsburg",1733.75,Williamsburg large and sunny private room,private room,Florencia,2019-05-04,Brooklyn,Budget
7166,13881920,150.0,"Manhattan, Greenwich Village",4562.5,Prime west village! design 1BR~Best Value,entire home/apt,Host,2019-06-14,Manhattan,Average
7167,13883393,87.0,"Queens, Woodside",2646.25,One Bedroom Apartment- Only 15 min to Time Square!,entire home/apt,Mingmar,2019-06-23,Queens,Average
7168,13884628,110.0,"Manhattan, Morningside Heights",3345.8333333333335,"Luxury Room (rm3), 5 mins from Columbia",private room,Eugene,2019-06-24,Manhattan,Average
7169,13884778,100.0,"Manhattan, Morningside Heights",3041.6666666666665,"Luxury Room (rm2), 5 mins from Columbia",private room,Eugene,2019-06-22,Manhattan,Average
7170,13885247,110.0,"Manhattan, Upper West Side",3345.8333333333335,"Cozy, Convenient 1 Bed Apartment!!! UWS Manhattan",entire home/apt,Yang,2019-06-23,Manhattan,Average
7171,13885829,140.0,"Manhattan, Midtown",4258.333333333333,LUXE STUDIO SUITE - Midtown East - 22,entire home/apt,Gordon,2019-03-31,Manhattan,Average
7172,13886618,130.0,"Brooklyn, Crown Heights",3954.1666666666665,"Cozy, quiet 1 bdrm centrally located",private room,Alicia,2019-05-19,Brooklyn,Average
7173,13891181,73.0,"Brooklyn, Bedford-Stuyvesant",2220.4166666666665,Spacious Sunny Bedroom near JMZ Subways,private room,Amaya,2019-06-10,Brooklyn,Average
7174,13891302,479.0,"Manhattan, Hell's Kitchen",14569.583333333334,Gorgeous 2 Bedroom New York City Apartment!,entire home/apt,Kara,2019-03-06,Manhattan,Extravagant
7175,13892036,85.0,"Manhattan, Lower East Side",2585.4166666666665,Private bedroom B in Heart of LES,private room,Cody,2019-06-23,Manhattan,Average
7176,13894254,450.0,"Manhattan, Upper East Side",13687.5,87th ST ** ALL NEW ** Central PARK,entire home/apt,Mor,2019-06-19,Manhattan,Extravagant
7177,13894813,113.0,"Manhattan, Theater District",3437.0833333333335,"Lg Times Square, cathedral windows",private room,Troy,2019-06-23,Manhattan,Average
7178,13900417,115.0,"Brooklyn, Bedford-Stuyvesant",3497.9166666666665,LUXURY HUGE 2BR DUPLEX NEAR TRAIN - PATIO OASIS!!,entire home/apt,Vikas,2019-06-26,Brooklyn,Average
7179,13900901,38.0,"Queens, Richmond Hill",1155.8333333333333,Cozy comfortable room near JFK&LGA#3,private room,John,2019-06-04,Queens,Budget
7180,13901170,62.0,"Brooklyn, East Flatbush",1885.8333333333333,Comfy 1 Bedroom in commercial East Flatbush,entire home/apt,Daniel And Christianne,2019-06-15,Brooklyn,Budget
7181,13902725,195.0,"Manhattan, Hell's Kitchen",5931.25,There's a reason this room has a 5-star rating.,private room,Leigh,2019-05-23,Manhattan,Expensive
7182,13903497,69.0,"Manhattan, Harlem",2098.75,"Stunning, Unique, w/ Private Workspace",private room,Justin,2019-06-15,Manhattan,Budget
7183,13906636,138.0,"Brooklyn, Bedford-Stuyvesant",4197.5,Bedstuy Brownstone Gem,entire home/apt,Fanny,2019-07-05,Brooklyn,Average
7184,13910111,41.0,"Brooklyn, Bushwick",1247.0833333333333,Beautiful room on Brownstone in Bushwick,private room,Jose,2019-01-02,Brooklyn,Budget
7185,13911729,215.0,"Brooklyn, Brooklyn Heights",6539.583333333333,Peaceful Retreat with Garden in Brooklyn Heights,entire home/apt,Andy,2019-05-19,Brooklyn,Expensive
7186,13911835,115.0,"Queens, Astoria",3497.9166666666665,Peaceful Private Space in Astoria,entire home/apt,Rob,2019-07-01,Queens,Average
7187,13912712,129.0,"Manhattan, Upper East Side",3923.75,SUNNY & QUIET STUDIO NEAR CENTRAL PARK UPPER EAST,entire home/apt,Inna,2019-04-15,Manhattan,Average
7188,13913803,79.0,"Brooklyn, Clinton Hill",2402.9166666666665,Bedroom in Clinton Hill,private room,Autumn,2019-05-30,Brooklyn,Average
7189,13914201,160.0,"Manhattan, Harlem",4866.666666666667,‚ù§Ô∏èGorgeous Townhouse Apt - 2 blocks from subway,entire home/apt,Lisa,2019-05-26,Manhattan,Average
7190,13914735,37.0,"Queens, Arverne",1125.4166666666667,Beautiful bedroom / in Beach home,private room,Josephine,2019-06-04,Queens,Budget
7191,13914961,55.0,"Brooklyn, Bushwick",1672.9166666666667,Cozy Bushwick Brooklyn Room -20 mins to Manhattan!,private room,Sinida,2019-07-07,Brooklyn,Budget
7192,13915004,250.0,"Manhattan, Harlem",7604.166666666667,"Sunlit, spacious NY apartment",entire home/apt,Dani,2019-01-01,Manhattan,Expensive
7193,13919213,155.0,"Manhattan, Harlem",4714.583333333333,Spacious Harlem Garden Apartment,entire home/apt,Alex And Maya,2019-06-23,Manhattan,Average
7194,13920801,99.0,"Manhattan, Harlem",3011.25,Beautiful 2 bedroom private suite,entire home/apt,Razia,2019-03-04,Manhattan,Average
7195,13923255,95.0,"Manhattan, Lower East Side",2889.5833333333335,Private Bedroom A in Heart of LES,private room,Cody,2019-06-10,Manhattan,Average
7196,13926463,70.0,"Queens, Long Island City",2129.1666666666665,Stylish Private Room 3 subway stops to Manhattan,private room,Priscila,2019-07-04,Queens,Average
7197,13926604,85.0,"Manhattan, Chelsea",2585.4166666666665,Interfaith Retreat Guest Rooms (≈öakti),private room,Alex And Zeena,2019-06-23,Manhattan,Average
7198,13926664,85.0,"Manhattan, Chelsea",2585.4166666666665,Interfaith Retreat Guest Rooms (Seva),private room,Alex And Zeena,2019-05-27,Manhattan,Average
7199,13926702,106.0,"Manhattan, Upper West Side",3224.1666666666665,Peaceful 1 Bedroom/1 Bathroom on Upper West Side,entire home/apt,George Steven,2019-06-10,Manhattan,Average
7200,13927957,129.0,"Manhattan, Midtown",3923.75,Charming Manhattan-Midtown Studio,entire home/apt,Roman,2019-06-12,Manhattan,Average
7201,13928461,100.0,"Queens, Astoria",3041.6666666666665,Charismatic Flat in Astoria,private room,Stephanie,2019-01-01,Queens,Average
7202,13936824,120.0,"Brooklyn, Williamsburg",3650.0,Beautiful one bedroom apartment in Williamsburg,entire home/apt,Naief,2019-06-30,Brooklyn,Average
7203,13936825,75.0,"Queens, Forest Hills",2281.25,Spacious master bedroom in Forest Hills,private room,Shlomit,2019-01-01,Queens,Average
7204,13938420,85.0,"Brooklyn, Prospect-Lefferts Gardens",2585.4166666666665,Brooklyn at its Best!,private room,Ainslie And John,2019-07-02,Brooklyn,Average
7205,13940091,219.0,"Manhattan, Murray Hill",6661.25,Your own Midtown Manhattan Apt & private Garden,entire home/apt,Chantelle,2019-06-09,Manhattan,Expensive
7206,13941017,185.0,"Brooklyn, Clinton Hill",5627.083333333333,Charming Brooklyn apartment in historic brownstone,entire home/apt,Heather,2019-03-09,Brooklyn,Expensive
7207,13941236,100.0,"Brooklyn, Bushwick",3041.6666666666665,1 Bedroom Apartment in Brooklyn fully renovated,entire home/apt,Martin,2019-06-19,Brooklyn,Average
7208,13941308,69.0,"Manhattan, Harlem",2098.75,"# CENTRAL PARK - 3 stops away (32""TV room)",private room,G. Matthew,2019-06-30,Manhattan,Budget
7209,13941332,40.0,"Brooklyn, Bedford-Stuyvesant",1216.6666666666667,Sunny Suite in Bed Stuy with AC!,private room,Hadass,2019-06-24,Brooklyn,Budget
7210,13941973,55.0,"Queens, Woodside",1672.9166666666667,Affordable room near of LGA airport in Queens.,private room,Lucilu,2019-06-23,Queens,Budget
7211,13944942,120.0,"Manhattan, Upper West Side",3650.0,GORGEOUS REMODELED 1-BEDROOM PRIME LOCATION,private room,Alessandro,2019-04-22,Manhattan,Average
7212,13951783,275.0,"Manhattan, Hell's Kitchen",8364.583333333334,Time SQ  Midtown West Central Park 3Beds Sleep6,entire home/apt,Joel,2019-06-11,Manhattan,Expensive
7213,13951959,325.0,"Brooklyn, Clinton Hill",9885.416666666666,Newly Renovated Clinton Hill Duplex,entire home/apt,Maya,2019-06-22,Brooklyn,Expensive
7214,13952319,99.0,"Queens, Forest Hills",3011.25,Cosy Studio with a backyard in Forest Hills,entire home/apt,Swati,2019-06-28,Queens,Average
7215,13954028,124.0,"Manhattan, Upper West Side",3771.6666666666665,Cozy Upper West Side Studio,entire home/apt,Agata,2019-05-20,Manhattan,Average
7216,13956613,200.0,"Brooklyn, Flatbush",6083.333333333333,The Griffin B & B- 2 bedroom suite in Ditmas Park,entire home/apt,Jeannine,2019-07-01,Brooklyn,Expensive
7217,13957499,88.0,"Manhattan, Harlem",2676.6666666666665,"Huge, Quiet Room, Near Columbia & Express Subways!",private room,James & Shaun,2019-07-07,Manhattan,Average
7218,13959538,133.0,"Manhattan, Kips Bay",4045.4166666666665,Luxurious 1 Bedroom Best Location,entire home/apt,Corporate Housing,2019-04-09,Manhattan,Average
7219,13959556,55.0,"Queens, St. Albans",1672.9166666666667,Comfy Accommodations in Queens NY (JFK - 8 Mins),private room,Nickesha,2019-06-15,Queens,Budget
7220,13959891,125.0,"Manhattan, Upper East Side",3802.0833333333335,"Best Location - Modern 1 BR, very quiet",entire home/apt,Corporate Housing,2019-06-30,Manhattan,Average
7221,13961015,120.0,"Bronx, Norwood",3650.0,A Lovely One Bedroom Apartment!,entire home/apt,Aurora,2019-01-07,Bronx,Average
7222,13961073,150.0,"Manhattan, Hell's Kitchen",4562.5,Queen of Elevated Castle,private room,Jason,2019-05-22,Manhattan,Average
7223,13970217,225.0,"Manhattan, Midtown",6843.75,Modern 2 BR Duplex apartment in Sutton Place - 42,entire home/apt,Gordon,2019-03-14,Manhattan,Expensive
7224,13971160,89.0,"Manhattan, Harlem",2707.0833333333335,Cosy and Bright Bedroom *CENTRAL HARLEM*,private room,Sonia,2019-06-19,Manhattan,Average
